customerid,amt_1m,amt_2m,amt_3m,cnt_1m,cnt_3m,cnt_1m,amt_com_1m,amt_com_2m,amt_com_3m,distance,buy
415,35.079,0,0,2,0,0,20.12,0,0,94.18313013,0
416,40.216,77.051,0,1,2,0,14.14,34.06,0,4.852705,0
417,34.6,0,0,2,0,0,19.98,0,0,12.136095,0
418,16.42,0,0,1,0,0,10,0,0,28.859257,0
419,72.952,0,0,1,0,0,32,0,0,279.451996,0
420,10.086,0,0,1,0,0,8.21,0,0,5.081511,0
421,25.133,0,0,1,0,0,14.14,0,0,94.18313013,0
422,104.583,0,0,2,0,0,48.42,0,0,324.25807,0
423,103.092,64.095,0,5,3,0,49.96,29.7,0,125.349609,0
424,103.092,64.095,0,5,3,0,49.96,29.7,0,125.349609,0
425,25.133,0,0,1,0,0,14.48,0,0,3.436712,0
426,60.72,0,0,3,0,0,34.69,0,0,222.347305,0
427,27.995,22.216,0,2,1,0,18.15,12.8,0,5.78612,0
428,38.007,23.945,0,2,1,0,23.48,11.87,0,13.778554,0
429,38.007,23.945,0,2,1,0,23.48,11.87,0,13.778554,0
430,24.384,0,0,3,0,0,24.37,0,0,222.963318,0
431,51.103,0,0,2,0,0,22.62,0,0,8.114091,0
432,51.103,0,0,2,0,0,22.62,0,0,8.114091,0
433,48.753,0,0,1,0,0,20.15,0,0,38.711674,0
434,55.305,0,0,2,0,0,31.29,0,0,353.631775,1
435,25.133,0,0,1,0,0,10.75,0,0,93.6589491,0
436,6.062,0,0,1,0,0,7.81,0,0,34.514412,0
437,23.945,0,0,1,0,0,10.48,0,0,23.289925,0
438,215.928,0,0,2,0,0,65.01,0,0,18.644125,1
439,19.514,143.841,244.525,1,15,16,9.49,61.48,109.28,3.117252,1
440,19.514,143.841,244.525,1,15,16,9.49,61.48,109.28,3.117252,1
441,134.114,0,0,2,0,0,49.82,0,0,52.252773,0
442,98.081,0,0,3,0,0,43.05,0,0,458.782837,0
443,7.372,0,0,1,0,0,7.38,0,0,3.978789,0
444,14.59,0,0,1,0,0,9.23,0,0,5.641439,1
445,49.007,0,0,1,0,0,18.96,0,0,590.13623,0
446,48.462,0,0,1,0,0,18.81,0,0,4.644132,0
447,119.035,0,0,2,0,0,57.05,0,0,478.023682,0
448,66.732,0,0,2,0,0,37.76,0,0,487.516296,0
449,9.369,0,0,1,0,0,7.21,0,0,16.947319,0
450,5.385,0,0,1,0,0,6.62,0,0,37.714886,0
451,220.276,95.6,0,5,2,0,119.57,52.85,0,31.189772,0
452,220.276,95.6,0,5,2,0,119.57,52.85,0,31.189772,0
453,4.043,0,0,1,0,0,6.61,0,0,8.442518,0
454,2.147,0,0,1,0,0,5.58,0,0,15.610761,0
455,2.172,0,0,1,0,0,5.71,0,0,7.62282,0
456,72.952,0,0,1,0,0,27.63,0,0,94.18313013,0
457,154.532,0,0,3,0,0,63.08,0,0,330.830231,1
458,18.908,6.223,19.749,1,1,1,13.56,7.02,11.83,72.171127,0
459,25.133,0,0,1,0,0,12.21,0,0,94.18313013,0
460,39.658,0,0,2,0,0,21.02,0,0,286.250031,0
461,12.89,0,0,1,0,0,10.37,0,0,17.556709,0
462,65.472,0,0,2,0,0,31.24,0,0,126.25399,0
463,135.496,0,0,2,0,0,44.6,0,0,375.53537,0
464,38.264,28.347,0,2,4,0,26.43,29.59,0,2.102131,0
465,38.264,28.347,0,2,4,0,26.43,29.59,0,2.102131,0
466,7.696,0,0,1,0,0,7.28,0,0,125.292213,0
467,32.581,48.626,0,2,3,0,20.96,30.95,0,93.6589491,0
468,15.274,0,0,1,0,0,8.6,0,0,2072.469971,0
469,209.866,0,0,2,0,0,63.3,0,0,353.427521,1
470,25.133,0,0,1,0,0,10.75,0,0,94.18313013,0
471,48.799,0,0,3,0,0,31.05,0,0,330.055267,0
472,153.276,0,0,3,0,0,54.62,0,0,135.618622,0
473,6.902,0,0,1,0,0,7.05,0,0,352.640961,0
474,10.84,0,0,1,0,0,8.45,0,0,94.18313013,0
475,23.945,0,0,1,0,0,12.49,0,0,16.570444,0
476,51.924,0,0,2,0,0,27.45,0,0,474.921021,0
477,109.762,0,0,2,0,0,57.57,0,0,54.965019,1
478,12.987,0,0,1,0,0,9.11,0,0,7.785083,0
479,48.462,0,0,1,0,0,22.86,0,0,211.475723,0
480,18.192,0,0,2,0,0,17.45,0,0,13.754587,0
481,145.904,0,0,3,0,0,59.69,0,0,70.580246,0
482,47.999,0,0,1,0,0,26.27,0,0,105.319092,0
483,15.21,0,0,1,0,0,8.6,0,0,146.244629,0
484,22.916,0,0,1,0,0,15.35,0,0,456.522766,0
485,10.84,0,0,1,0,0,9,0,0,101.0062498,0
486,49.034,0,0,2,0,0,21.22,0,0,47.96241,0
487,16.271,0,0,1,0,0,9.7,0,0,143.643814,0
488,16.271,0,0,1,0,0,10.12,0,0,260.437439,0
489,129.429,0,0,4,0,0,61.95,0,0,276.477844,1
490,2.917,0,0,1,0,0,5.76,0,0,52.091858,0
491,72.952,0,0,3,0,0,35.95,0,0,157.77739,0
492,72.952,0,0,1,0,0,27.63,0,0,94.18313013,0
493,2.917,0,0,1,0,0,5.76,0,0,8.980292,0
494,25.133,0,0,1,0,0,14.48,0,0,13.125484,0
495,9.879,0,0,1,0,0,8.15,0,0,458.000854,0
496,8.246,0,0,1,0,0,6.95,0,0,35.93627708,0
497,40.216,0,0,1,0,0,16.48,0,0,435.431183,0
498,53.083,0,0,1,0,0,27.24,0,0,20.495317,0
499,3.381,0,0,1,0,0,5.86,0,0,334.544617,0
500,2.917,0,0,1,0,0,5.93,0,0,2.72583,0
501,14.862,0,0,1,0,0,9.69,0,0,12.315644,0
502,67.748,0,0,1,0,0,34.05,0,0,9.144198,0
503,16.271,0,0,1,0,0,9.7,0,0,319.85733,0
504,59.502,0,0,1,0,0,26.83,0,0,128.78891,0
505,47.183,0,0,4,0,0,38.45,0,0,15.314595,0
506,19.378,37.867,3.073,2,7,1,17.37,47.05,6.35,2.212311,0
507,15.224,15.224,0,1,1,0,8.6,10,0,37.38431308,0
508,73.113,2.223,0,2,1,0,39.59,6.04,0,9.02762,0
509,73.113,2.223,0,2,1,0,39.59,6.04,0,9.02762,0
510,22.765,0,0,2,0,0,15.32,0,0,94.18313013,0
511,47.449,0,0,1,0,0,19.75,0,0,32.987816,0
512,15.089,0,0,1,0,0,8.49,0,0,81.054962,0
513,10.84,0,0,1,0,0,9.7,0,0,14.198038,0
514,109.152,0,0,2,0,0,36.2,0,0,131.714798,0
515,3.235,0,0,1,0,0,6.1,0,0,10.408618,0
516,14.578,24.49,0,1,1,0,9.6,10.88,0,94.18313013,0
517,32.542,0,0,2,0,0,22.34,0,0,8.581907,0
518,32.542,0,0,2,0,0,22.34,0,0,8.581907,0
519,25.133,63.111,14.062,1,3,1,12.21,30.06,10.16,36.789505,0
520,11.268,35.812,31.377,1,5,4,9.88,33.55,28.98,4.319914,0
521,11.268,35.812,31.377,1,5,4,9.88,33.55,28.98,4.319914,0
522,4.621,0,0,1,0,0,6.14,0,0,94.18313013,0
523,2.076,7.555,0,1,1,0,5.85,7.24,0,7.722556,0
524,2.076,7.555,0,1,1,0,5.85,7.24,0,7.722556,0
525,40.643,0,0,1,0,0,22.33,0,0,2.953342,0
526,79.016,0,0,1,0,0,27.45,0,0,94.18313013,0
527,193.249,48.462,91.052,5,1,3,91,25.28,39.06,6.510602,0
528,84.019,0,0,1,0,0,23.99,0,0,53.261219,0
529,59.965,0,0,1,0,0,31.93,0,0,10.256421,0
530,7.887,0,0,1,0,0,8.33,0,0,450.085266,0
531,35.023,0,0,1,0,0,12.97,0,0,304.231232,0
532,63.486,0,0,3,0,0,40.19,0,0,683.938049,0
533,72.952,0,0,1,0,0,21.5,0,0,53.821232,0
534,2.223,0,0,1,0,0,5.79,0,0,4.064879,0
535,31.841,0,0,2,0,0,17.2,0,0,22.136827,0
536,106.233,39.498,0,3,2,0,45.35,27.79,0,56.618771,0
537,2.507,74.11,0,1,1,0,5.97,40.46,0,3.724042,0
538,54.916,58.276,53.256,6,7,7,44.86,54.55,60.46,86.371086,0
539,25.133,0,0,1,0,0,14.48,0,0,76.70894242,0
540,9.369,56.478,13.919,1,3,2,7.21,38.78,13.55,9.346149,0
541,9.369,56.478,13.919,1,3,2,7.21,38.78,13.55,9.346149,0
542,84.201,0,0,2,0,0,35.22,0,0,1.751334,0
543,29.69,0,0,2,0,0,18.6,0,0,94.18313013,0
544,50.266,0,0,2,0,0,29.2,0,0,469.211395,0
545,63.923,0,0,1,0,0,28.82,0,0,1.848027,0
546,75.399,0,0,3,0,0,37.1,0,0,27.074148,0
547,75.399,0,0,3,0,0,37.1,0,0,27.074148,0
548,3.235,0,0,1,0,0,56.49,0,0,497.401611,0
549,67.748,0,0,2,0,0,29.36,0,0,1894.716187,0
550,11.429,0,0,1,0,0,10.21,0,0,93.6589491,0
551,115.747,0,0,2,0,0,56.17,0,0,323.130066,0
552,22.216,0,0,1,0,0,11.38,0,0,94.18313013,0
553,129.252,107.964,0,5,3,0,65.41,46.89,0,471.37558,1
554,56.261,0,0,1,0,0,30.27,0,0,486.875488,0
555,33.579,2.861,59.036,2,1,3,21.81,5.82,31.21,94.18313013,0
556,25.133,0,0,1,0,0,14.14,0,0,94.18313013,0
557,5.037,9.355,0,1,1,0,6.66,7.75,0,4.533107,0
558,5.037,9.355,0,1,1,0,6.66,7.75,0,4.533107,0
559,107.964,0,0,1,0,0,35.64,0,0,418.57431,0
560,15.264,0,0,2,0,0,14.83,0,0,125.895538,0
561,15.264,0,0,2,0,0,14.83,0,0,125.895538,0
562,16.888,0,0,1,0,0,10,0,0,42.261158,0
563,112.63,0,0,3,0,0,54.44,0,0,58.768021,0
564,12.476,0,0,1,0,0,10.34,0,0,10.503904,0
565,3.107,69.168,0,1,2,0,5.8,37.31,0,2.681276667,0
566,3.107,69.168,0,1,2,0,5.8,37.31,0,2.681276667,0
567,32.045,0,0,1,0,0,17.06,0,0,17.379847,0
568,16.888,15.96,0,1,1,0,10,10.65,0,94.18313013,0
569,25.133,0,0,1,0,0,12.21,0,0,94.18313013,0
570,40.216,28.534,0,1,2,0,16.48,121.31,0,157.543701,1
571,4.294,0,0,2,0,0,11.96,0,0,12.828487,0
572,45.514,0,0,1,0,0,24.32,0,0,1.213086,0
573,68.036,65.585,0,4,3,0,44.1,38.79,0,42.85076642,0
574,68.036,65.585,0,4,3,0,44.1,38.79,0,42.85076642,0
575,123.112,3.381,0,2,1,0,62.04,6.58,0,166.622894,0
576,92.881,0,0,2,0,0,32.54,0,0,43.6264,0
577,24.517,0,0,1,0,0,12.04,0,0,13.714342,0
578,37.407,65.816,0,3,2,0,30.53,27.43,0,6.120963,1
579,37.407,65.816,0,3,2,0,30.53,27.43,0,6.120963,1
580,79.276,0,0,2,0,0,39.25,0,0,40.839245,0
581,93.902,0,0,1,0,0,31.66,0,0,17.446022,0
582,2.147,7.696,0,1,1,0,5.98,6.83,0,1.017842,0
583,2.147,7.696,0,1,1,0,5.98,6.83,0,1.017842,0
584,4.621,0,0,1,0,0,6.53,0,0,48.48009233,0
585,133.097,50.266,273.546,2,2,11,47.85,29.9,144.68,10.769607,0
586,133.097,50.266,273.546,2,2,11,47.85,29.9,144.68,10.769607,0
587,133.097,50.266,273.546,2,2,11,47.85,29.9,144.68,10.769607,0
588,79.723,0,0,3,0,0,42.93,0,0,319.041962,0
589,17.3,0,0,1,0,0,11.54,0,0,5.590294,0
590,67.748,0,0,1,0,0,24.27,0,0,54.965019,0
591,6.062,0,0,1,0,0,6.81,0,0,675.823914,0
592,23.193,0,0,2,0,0,17.28,0,0,23.114697,0
593,95.998,0,0,2,0,0,37.36,0,0,39.749516,0
594,41.425,0,0,5,0,0,34.55,0,0,687.843628,0
595,86.404,409.836,406.336,10,58,54,73.35,433.58,402.92,2.853627,0
596,86.404,409.836,406.336,10,58,54,73.35,433.58,402.92,2.853627,0
597,86.404,409.836,406.336,10,58,54,73.35,433.58,402.92,2.853627,0
598,14.35,26.097,0,3,2,0,19.73,19.12,0,113.266922,0
599,59.274,0,0,2,0,0,26.97,0,0,316.182831,0
600,7.696,0,0,1,0,0,7.97,0,0,72.343781,0
601,72.952,0,0,1,0,0,35.66,0,0,316.709991,0
602,79.207,0,0,4,0,0,38.16,0,0,21.841579,1
603,7.555,0,0,1,0,0,7.43,0,0,11.019743,0
604,2.17,0,0,1,0,0,5.77,0,0,4.331032,0
605,19.869,0,0,1,0,0,8.6,0,0,54.06295,0
606,67.748,0,0,1,0,0,34.05,0,0,58.208687,0
607,89.056,0,0,1,0,0,42.73,0,0,16.670439,0
608,2.917,0,0,1,0,0,6.25,0,0,38.09828908,0
609,41.687,0,0,3,0,0,29.19,0,0,274.057007,0
610,25.133,0,0,1,0,0,14.48,0,0,464.059265,0
611,27.539,32.542,0,2,2,0,21.31,24,0,14.981561,0
612,27.539,32.542,0,2,2,0,21.31,24,0,14.981561,0
613,381.718,908.269,750.772,17,41,33,140.37,332.89,294.38,19.132526,0
614,101.121,0,0,2,0,0,40.15,0,0,94.18313013,0
615,2.103,0,0,1,0,0,5.75,0,0,8.607656,0
616,22.341,0,0,1,0,0,15.1,0,0,130.721817,0
617,72.952,72.952,145.904,1,1,2,25.74,35.33,71.09,40.661228,0
618,116.724,0,0,2,0,0,45.1,0,0,119.045311,0
619,25.133,66.686,25.133,1,3,1,15.01,41.35,15.37,7.380081,0
620,25.133,66.686,25.133,1,3,1,15.01,41.35,15.37,7.380081,0
621,32.736,15.224,0,1,1,0,12.46,8.6,0,94.18313013,0
622,3.073,0,0,1,0,0,6.36,0,0,9.476248,0
623,12.516,153.384,0,1,3,0,10.7,61.92,0,11.449296,0
624,42.263,0,0,2,0,0,28.13,0,0,144.347473,0
625,9.879,29.628,0,1,2,0,7.89,19.09,0,176.24263,0
626,9.879,29.628,0,1,2,0,7.89,19.09,0,176.24263,0
627,45.787,0,0,2,0,0,30.68,0,0,284.064972,0
628,94.422,0,0,3,0,0,52.11,0,0,701.231079,0
629,2.147,0,0,1,0,0,5.87,0,0,24.280743,0
630,11.071,0,0,2,0,0,13.33,0,0,4.343672,0
631,35.012,0,0,1,0,0,15,0,0,292.73877,0
632,4.621,0,0,1,0,0,6.99,0,0,18.2533,0
633,122.775,0,0,3,0,0,50.66,0,0,94.18313013,0
634,25.654,0,0,2,0,0,21.68,0,0,6.591897,0
635,25.654,0,0,2,0,0,21.68,0,0,6.591897,0
636,89.855,22.216,0,3,1,0,42.99,15.04,0,13.307844,0
637,89.855,22.216,0,3,1,0,42.99,15.04,0,13.307844,0
638,89.855,22.216,0,3,1,0,42.99,15.04,0,13.307844,0
639,107.839,35.223,78.001,4,1,3,52.2,16.76,36.66,2.288723,1
640,6.68,64.422,0,1,1,0,7.93,37.07,0,703.916199,0
641,16.091,91.913,0,1,2,0,8.6,37.25,0,40.91785,0
642,16.091,91.913,0,1,2,0,8.6,37.25,0,40.91785,0
643,25.133,0,0,1,0,0,15.01,0,0,462.536621,0
644,25.133,0,0,1,0,0,12.21,0,0,307.086212,0
645,32.542,0,0,2,0,0,19.82,0,0,127.991211,0
646,148.411,0,0,2,0,0,59.42,0,0,263.17395,1
647,148.411,0,0,2,0,0,59.42,0,0,263.17395,1
648,49.007,0,0,1,0,0,27.03,0,0,16.639086,0
649,67.748,0,0,1,0,0,24.27,0,0,392.727844,1
650,136.482,0,0,2,0,0,52.34,0,0,0.985823,0
651,80.432,0,0,2,0,0,30.62,0,0,61.598648,0
652,19.378,0,0,1,0,0,9.46,0,0,18.75672,0
653,7.696,7.696,0,1,1,0,8.36,6.95,0,94.18313013,0
654,15.708,0,0,2,0,0,15.24,0,0,282.526123,0
655,31.12,0,0,1,0,0,17.58,0,0,205.21051,0
656,16.271,0,0,1,0,0,9.7,0,0,454.904388,0
657,19.071,0,0,1,0,0,10.99,0,0,14.13681,0
658,32.362,0,0,1,0,0,18.35,0,0,38.684761,0
659,58.825,29.875,0,1,1,0,26.66,19.57,0,13.033802,0
660,7.696,7.372,0,1,1,0,7.28,6.76,0,2.928389,0
661,7.696,7.372,0,1,1,0,7.28,6.76,0,2.928389,0
662,68.93,0,0,1,0,0,24.6,0,0,143.643814,0
663,53.077,0,0,2,0,0,31.15,0,0,9.16981,0
664,18.989,0,0,1,0,0,8.6,0,0,697.867065,0
665,24.49,0,0,1,0,0,12.03,0,0,690.568359,0
666,25.133,0,0,1,0,0,13.81,0,0,94.18313013,0
667,26.518,0,0,1,0,0,14.64,0,0,93.6589491,0
668,12.987,0,0,1,0,0,9.95,0,0,57.071609,0
669,16.693,0,0,1,0,0,9.82,0,0,320.234131,0
670,135.496,60.145,0,2,2,0,48.54,35.08,0,54.220795,0
671,196.11,308.458,98.055,2,4,1,54.28,135.29,28.08,1.388069,0
672,13.844,0,0,2,0,0,14.12,0,0,158.775085,0
673,24.49,0,0,1,0,0,12.03,0,0,288.721466,0
674,14.062,0,0,1,0,0,8.26,0,0,61.976173,0
675,3.073,0,0,1,0,0,6.05,0,0,17.051811,0
676,35.243,0,0,1,0,0,18.22,0,0,133.536316,0
677,32.736,0,0,1,0,0,15.21,0,0,39.000999,1
678,19.164,0,0,1,0,0,13.18,0,0,74.817459,0
679,41.832,0,0,1,0,0,22.85,0,0,2.607023,0
680,58.153,0,0,2,0,0,31.9,0,0,464.909821,0
681,4.102,4.102,0,2,1,0,11.61,6.41,0,94.18313013,0
682,69.296,466.961,64.029,6,32,7,32.96,177.05,31.56,9.90022,0
683,225.041,39.324,68.574,12,4,6,134.99,37.98,60.42,10.418681,0
684,225.041,39.324,68.574,12,4,6,134.99,37.98,60.42,10.418681,0
685,72.952,0,0,1,0,0,27.63,0,0,304.572113,0
686,2.917,0,0,1,0,0,5.93,0,0,3.162872,0
687,145.904,35.079,0,2,2,0,51.48,22.16,0,60.954422,0
688,16.271,0,0,1,0,0,8.76,0,0,38.906647,0
689,32.362,0,0,1,0,0,16.53,0,0,7.723533,0
690,135.496,67.748,0,2,1,0,60.66,26.04,0,41.19121633,0
691,133.097,0,0,2,0,0,43.18,0,0,16.581228,0
692,16.492,0,0,2,0,0,14.86,0,0,82.533218,0
693,72.952,0,0,2,0,0,32.72,0,0,94.18313013,0
694,54.036,0,0,2,0,0,28.26,0,0,94.18313013,0
695,19.749,0,0,1,0,0,13.18,0,0,310.567719,0
696,19.188,224.45,224.206,2,9,5,15.17,112.75,93.25,25.397261,0
697,19.188,224.45,224.206,2,9,5,15.17,112.75,93.25,25.397261,0
698,59.502,0,0,1,0,0,31.15,0,0,128.851959,0
699,35.682,0,0,2,0,0,19.56,0,0,489.648804,0
700,6.062,12.124,18.186,1,2,3,7.2,13.27,21.14,2.98903,0
701,6.062,12.124,18.186,1,2,3,7.2,13.27,21.14,2.98903,0
702,16.447,0,0,2,0,0,15.27,0,0,50.567501,0
703,16.447,0,0,2,0,0,15.27,0,0,50.567501,0
704,74.65,53.302,0,1,2,0,26.22,22.18,0,1.93872,0
705,14.406,0,0,1,0,0,9.55,0,0,8.712638,0
706,7.854,0,0,1,0,0,7.92,0,0,12.512542,0
707,6.062,0,0,1,0,0,7.58,0,0,21.813179,0
708,65.472,0,0,2,0,0,27.67,0,0,227.731308,0
709,25.133,0,0,1,0,0,12.21,0,0,141.713547,0
710,15.96,0,0,1,0,0,8.6,0,0,94.18313013,0
711,72.952,0,0,1,0,0,32.33,0,0,271.863525,1
712,59.965,0,0,1,0,0,31.93,0,0,14.044356,0
713,12.89,0,0,1,0,0,10.57,0,0,41.96867108,0
714,42.616,0,0,2,0,0,27.11,0,0,64.846054,0
715,40.216,0,0,1,0,0,19.57,0,0,9.218814,0
716,6.922,0,0,1,0,0,8.2,0,0,12.594071,0
717,3.239,0,0,1,0,0,6.47,0,0,6.331457,0
718,54.044,0,0,1,0,0,25.27,0,0,2.797497,0
719,2.861,0,0,1,0,0,6.17,0,0,26.241903,0
720,48.813,16.271,0,3,1,0,26.28,10.12,0,2.928468,0
721,48.813,16.271,0,3,1,0,26.28,10.12,0,2.928468,0
722,2.507,0,0,1,0,0,5.87,0,0,57.109276,0
723,5.291,0,0,1,0,0,6.29,0,0,2.659983,0
724,81.286,242.829,13.198,2,6,1,46.56,103.79,5.07,0.860967,1
725,81.286,242.829,13.198,2,6,1,46.56,103.79,5.07,0.860967,1
726,72.952,0,0,1,0,0,37.74,0,0,94.18313013,0
727,43.712,0,0,2,0,0,24.37,0,0,7.911758,0
728,95.285,16.271,0,3,1,0,52.97,10.17,0,123.1930991,0
729,7.372,0,0,1,0,0,7.19,0,0,7.642545,0
730,3.381,0,0,1,0,0,6.06,0,0,67.040955,0
731,76.761,0,0,3,0,0,42.92,0,0,37.550442,0
732,76.761,0,0,3,0,0,42.92,0,0,37.550442,0
733,142.976,0,0,2,0,0,54.35,0,0,293.579468,0
734,142.976,0,0,2,0,0,54.35,0,0,293.579468,0
735,32.738,0,0,2,0,0,18.6,0,0,32.07931575,0
736,48.462,104.723,0,1,2,0,24.94,48.63,0,219.611099,0
737,48.462,104.723,0,1,2,0,24.94,48.63,0,219.611099,0
738,50.266,0,0,2,0,0,24.42,0,0,69.527306,0
739,298.002,541.211,271.819,9,10,7,115.15,194.89,94.71,50.609581,0
740,72.952,0,0,1,0,0,27.63,0,0,129.557877,0
741,23.431,0,0,2,0,0,15.46,0,0,1.623832,0
742,23.13,0,0,1,0,0,14.91,0,0,32.97211175,0
743,75.869,0,0,2,0,0,44.14,0,0,13.764329,0
744,3.107,0,0,1,0,0,5.8,0,0,42.29753242,0
745,72.952,145.904,0,1,2,0,32.33,68.82,0,94.18313013,0
746,21.113,0,0,2,0,0,15.42,0,0,268.550049,0
747,21.113,0,0,2,0,0,15.42,0,0,268.550049,0
748,30.448,25.133,0,2,1,0,18.82,10.75,0,305.985657,0
749,30.448,25.133,0,2,1,0,18.82,10.75,0,305.985657,0
750,22.866,30.88,0,1,3,0,11.57,22.24,0,6.835939,0
751,15.21,0,0,1,0,0,9.4,0,0,263.17395,0
752,10.84,0,0,1,0,0,8.45,0,0,94.18313013,0
753,7.696,0,0,1,0,0,7.97,0,0,137.074402,0
754,40.216,0,0,1,0,0,23.09,0,0,64.029778,0
755,25.133,0,0,1,0,0,14.14,0,0,34.694138,0
756,7.555,0,0,1,0,0,7.24,0,0,10.928418,0
757,43.542,0,0,1,0,0,20.87,0,0,2.076365,0
758,131.833,50.362,6.242,11,3,1,91.89,34.38,8.14,123.227219,1
759,23.523,0,0,1,0,0,13.47,0,0,5.409204,0
760,57.742,0,0,1,0,0,22.93,0,0,179.2827213,0
761,29.554,0,0,1,0,0,14.23,0,0,10.5646,0
762,74.669,0,0,6,0,0,56.26,0,0,94.18313013,1
763,15.21,0,0,1,0,0,10,0,0,35.198112,0
764,4.621,0,0,1,0,0,6.53,0,0,15.917709,0
765,47.999,0,0,1,0,0,15.89,0,0,51.694805,0
766,23.945,0,0,1,0,0,11.87,0,0,94.44865485,0
767,43.542,0,0,1,0,0,23.57,0,0,94.18313013,0
768,11.503,0,0,1,0,0,9.39,0,0,19.755098,0
769,65.472,0,0,2,0,0,28.72,0,0,39.042854,0
770,72.952,0,0,1,0,0,37.74,0,0,94.18313013,0
771,18.989,0,0,1,0,0,8.6,0,0,826.415466,0
772,15.089,0,0,1,0,0,10,0,0,5.389416,0
773,59.915,17.3,75.147,1,1,2,30.49,13.1,44.99,94.18313013,0
774,18.684,0,0,2,0,0,17.87,0,0,7.282009,0
775,83.793,0,0,2,0,0,38.07,0,0,544.729553,0
776,110.239,154.925,0,4,4,0,38.98,71.34,0,12.049416,0
777,110.239,154.925,0,4,4,0,38.98,71.34,0,12.049416,0
778,16.271,3.073,0,1,1,0,9.7,6.19,0,4.658849,0
779,100.11,0,0,1,0,0,27.6,0,0,17.252827,0
780,68.93,0,0,1,0,0,20.6,0,0,68.521133,0
781,102.76,0,0,2,0,0,41.02,0,0,312.701416,0
782,120.328,0,0,2,0,0,47.35,0,0,94.18313013,0
783,25.133,0,0,2,0,0,17.31,0,0,282.191315,0
784,59.247,19.058,40.954,3,1,2,28.62,11.59,27.2,7.514478,0
785,68.137,0,0,1,0,0,24.38,0,0,57.874393,0
786,48.462,0,0,1,0,0,25.28,0,0,336.60202,0
787,24.147,0,0,2,0,0,17.03,0,0,461.401215,0
788,54.599,86.152,69.264,4,6,5,36.37,53.03,45.8,2.917691,0
789,6.762,0,0,2,0,0,12.67,0,0,145.737473,0
790,29.554,35.012,0,1,1,0,13.46,12.97,0,35.71619242,0
791,29.554,35.012,0,1,1,0,13.46,12.97,0,35.71619242,0
792,19.071,19.071,0,1,1,0,9.39,10.5,0,2.0612,0
793,19.071,19.071,0,1,1,0,9.39,10.5,0,2.0612,0
794,8.526,0,0,2,0,0,114.68,0,0,94.18313013,1
795,6.902,18.19,0,1,1,0,7.23,8.6,0,3.082338,0
796,49.135,0,0,1,0,0,22.6,0,0,8.72187,0
797,22.216,0,0,1,0,0,11.38,0,0,94.18313013,0
798,33.302,0,0,1,0,0,15.38,0,0,9.699461,0
799,35.223,15.274,0,1,1,0,19.79,10,0,66.64348975,0
800,35.223,15.274,0,1,1,0,19.79,10,0,66.64348975,0
801,17.433,0,0,2,0,0,14.45,0,0,212.8675193,0
802,74.65,0,0,1,0,0,32.96,0,0,58.493767,0
803,59.965,0,0,1,0,0,22.06,0,0,474.065704,0
804,25.133,28.514,0,1,2,0,12.21,16.61,0,532.999512,0
805,45.683,0,0,2,0,0,24.31,0,0,119.725288,0
806,40.216,0,0,1,0,0,23.09,0,0,140.133667,0
807,25.78,0,0,2,0,0,18.16,0,0,2.756274,0
808,134.164,15.148,0,4,1,0,60.94,10.65,0,9.451805,1
809,18.192,38.211,0,2,2,0,17.66,21.6,0,8.884813,0
810,18.192,38.211,0,2,2,0,17.66,21.6,0,8.884813,0
811,58.215,15.089,0,4,1,0,43.9,10,0,18.709253,0
812,53.883,0,0,1,0,0,25.07,0,0,3.991167,0
813,66.19,0,0,2,0,0,31.1,0,0,94.18313013,0
814,53.083,0,0,1,0,0,20.12,0,0,94.18313013,0
815,23.945,0,0,1,0,0,11.87,0,0,317.952271,0
816,17.342,0,0,1,0,0,10.46,0,0,58.53702175,0
817,32.736,32.736,0,1,1,0,16.88,15.21,0,96.304779,0
818,8.53,0,0,1,0,0,8.92,0,0,94.18313013,0
819,17.526,0,0,1,0,0,10.51,0,0,8.374876,0
820,3.381,0,0,1,0,0,6.53,0,0,12.097556,0
821,16.693,0,0,1,0,0,8.6,0,0,82.781998,0
822,58.675,16.888,46.716,2,1,2,34.19,8.9,27.49,2.658157,0
823,58.675,16.888,46.716,2,1,2,34.19,8.9,27.49,2.658157,0
824,95.998,0,0,2,0,0,35.81,0,0,12.079852,0
825,50.266,50.266,0,2,2,0,24.42,22.96,0,51.8153,0
826,50.266,50.266,0,2,2,0,24.42,22.96,0,51.8153,0
827,72.952,72.952,0,1,1,0,32,27.63,0,203.230865,0
828,7.854,0,0,1,0,0,7.53,0,0,80.518303,0
829,12.462,0,0,2,0,0,14.86,0,0,3.399477,0
830,24.517,0,0,2,0,0,17.13,0,0,7.286357,0
831,96.304,0,0,3,0,0,43.15,0,0,56.351589,1
832,18.989,0,0,1,0,0,9.37,0,0,131.582657,0
833,107.964,215.928,215.928,1,2,2,45.06,80.7,74.08,309.748962,0
834,485.676,0,0,6,0,0,227.83,0,0,8.10625,1
835,40.216,0,0,1,0,0,21.44,0,0,63.540962,0
836,25.133,0,0,1,0,0,12.21,0,0,10.206799,0
837,9.879,0,0,1,0,0,8.15,0,0,94.18313013,0
838,9.763,0,0,1,0,0,9.47,0,0,16.059805,0
839,19.869,0,0,1,0,0,9.57,0,0,94.18313013,0
840,9.879,0,0,1,0,0,8.79,0,0,94.18313013,0
